"","ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALKWH","AVERAGEKWH"
"8266",94402,5,2020,"Elec- Residential","N",9862,4494376,456
"8267",94402,6,2020,"Elec- Residential","N",9888,4296667,435
"8268",94403,4,2020,"Elec- Residential","N",16347,6467636,396
"8269",94403,5,2020,"Elec- Residential","N",16325,6311750,387
"8270",94403,6,2020,"Elec- Residential","N",16307,6056390,371
"8271",94404,4,2020,"Elec- Residential","N",14832,6061878,409
"8272",94404,5,2020,"Elec- Residential","N",14800,5626932,380
"8273",94404,6,2020,"Elec- Residential","N",14772,5310394,359
"8274",94503,4,2020,"Elec- Residential","N",5713,2791066,489
"8275",94503,5,2020,"Elec- Residential","N",5718,2999266,525
"8276",94503,6,2020,"Elec- Residential","N",5723,3063573,535
"8277",94505,4,2020,"Elec- Residential","N",5513,2642388,479
"8278",94505,5,2020,"Elec- Residential","N",5518,3714554,673
"8279",94505,6,2020,"Elec- Residential","N",5521,5085643,921
"8280",94506,4,2020,"Elec- Residential","N",8460,5301619,627
"8281",94506,5,2020,"Elec- Residential","N",8474,6204799,732
"8282",94506,6,2020,"Elec- Residential","N",8467,6849209,809
"8283",94507,4,2020,"Elec- Residential","N",5429,4271577,787
"8284",94507,5,2020,"Elec- Residential","N",5431,4979471,917
"8285",94507,6,2020,"Elec- Residential","N",5435,5756329,1059
"8286",94508,4,2020,"Elec- Residential","N",925,529313,572
"8287",94508,5,2020,"Elec- Residential","N",928,548329,591
"8288",94508,6,2020,"Elec- Residential","N",922,566787,615
"8289",94509,4,2020,"Elec- Residential","N",22421,10904363,486
"8290",94509,5,2020,"Elec- Residential","N",22444,13760481,613
"8291",94509,6,2020,"Elec- Residential","N",22448,17646572,786
"8292",94510,4,2020,"Elec- Residential","N",10926,4393303,402
"8293",94510,5,2020,"Elec- Residential","N",10933,4753447,435
"8294",94510,6,2020,"Elec- Residential","N",10945,4937278,451
"8295",94511,4,2020,"Elec- Residential","N",1042,632325,607
"8296",94511,5,2020,"Elec- Residential","N",1041,681387,655
"8297",94511,6,2020,"Elec- Residential","N",1045,787532,754
"8298",94512,4,2020,"Elec- Residential","Y",0,0,NA
"8299",94512,5,2020,"Elec- Residential","Y",0,0,NA
"8300",94512,6,2020,"Elec- Residential","Y",0,0,NA
"8301",94513,4,2020,"Elec- Residential","N",21444,8733743,407
"8302",94513,5,2020,"Elec- Residential","N",21457,11993080,559
"8303",94513,6,2020,"Elec- Residential","N",21481,16949943,789
"8304",94514,4,2020,"Elec- Residential","Y",906,522744,577
"8305",94514,5,2020,"Elec- Residential","Y",905,670584,741
"8306",94514,6,2020,"Elec- Residential","Y",904,838017,927
"8307",94515,4,2020,"Elec- Residential","N",2590,1553128,600
"8308",94515,5,2020,"Elec- Residential","N",2590,1696390,655
"8309",94515,6,2020,"Elec- Residential","N",2590,1981755,765
"8310",94517,4,2020,"Elec- Residential","N",4428,2219116,501
"8311",94517,5,2020,"Elec- Residential","N",4429,2652777,599
"8312",94517,6,2020,"Elec- Residential","N",4428,3278690,740
"8313",94518,4,2020,"Elec- Residential","N",9818,4319596,440
"8314",94518,5,2020,"Elec- Residential","N",9819,5136327,523
"8315",94518,6,2020,"Elec- Residential","N",9821,6031642,614
"8316",94519,4,2020,"Elec- Residential","N",6768,2888397,427
"8317",94519,5,2020,"Elec- Residential","N",6775,3436818,507
"8318",94519,6,2020,"Elec- Residential","N",6771,4101513,606
"8319",94520,4,2020,"Elec- Residential","N",12772,4701840,368
"8320",94520,5,2020,"Elec- Residential","N",12788,5590776,437
"8321",94520,6,2020,"Elec- Residential","N",12778,6442016,504
"8322",94521,4,2020,"Elec- Residential","N",15877,6682850,421
"8323",94521,5,2020,"Elec- Residential","N",15873,7982731,503
"8324",94521,6,2020,"Elec- Residential","N",15886,9568817,602
"8325",94523,4,2020,"Elec- Residential","N",14079,5704817,405
"8326",94523,5,2020,"Elec- Residential","N",14068,6543228,465
"8327",94523,6,2020,"Elec- Residential","N",14024,7609963,543
"8328",94525,4,2020,"Elec- Residential","Y",1608,599355,373
"8329",94525,5,2020,"Elec- Residential","Y",1611,615099,382
"8330",94525,6,2020,"Elec- Residential","Y",1610,627420,390
"8331",94526,4,2020,"Elec- Residential","N",12170,6604360,543
"8332",94526,5,2020,"Elec- Residential","N",12161,7647392,629
"8333",94526,6,2020,"Elec- Residential","N",12151,8638549,711
"8334",94528,4,2020,"Elec- Residential","N",383,426874,1115
"8335",94528,5,2020,"Elec- Residential","N",382,491024,1285
"8336",94528,6,2020,"Elec- Residential","N",382,534634,1400
"8337",94530,4,2020,"Elec- Residential","N",10649,3559300,334
"8338",94530,5,2020,"Elec- Residential","N",10656,3274201,307
"8339",94530,6,2020,"Elec- Residential","N",10649,3050122,286
"8340",94531,4,2020,"Elec- Residential","N",13041,8590734,659
"8341",94531,5,2020,"Elec- Residential","N",13064,10900609,834
"8342",94531,6,2020,"Elec- Residential","N",13075,13977173,1069
"8343",94533,4,2020,"Elec- Residential","Y",24140,10606411,439
"8344",94533,5,2020,"Elec- Residential","Y",24181,12659261,524
"8345",94533,6,2020,"Elec- Residential","Y",24224,14874190,614
"8346",94534,4,2020,"Elec- Residential","N",13514,6523617,483
"8347",94534,5,2020,"Elec- Residential","N",13531,7887730,583
"8348",94534,6,2020,"Elec- Residential","N",13548,8943902,660
"8349",94535,4,2020,"Elec- Residential","Y",0,0,NA
"8350",94535,5,2020,"Elec- Residential","Y",0,0,NA
"8351",94535,6,2020,"Elec- Residential","Y",0,0,NA
"8352",94536,4,2020,"Elec- Residential","N",24315,9420143,387
"8353",94536,5,2020,"Elec- Residential","N",24326,9749620,401
"8354",94536,6,2020,"Elec- Residential","N",24338,9970508,410
"8355",94538,4,2020,"Elec- Residential","N",21595,8200031,380
"8356",94538,5,2020,"Elec- Residential","N",21619,8499827,393
"8357",94538,6,2020,"Elec- Residential","N",21624,8829380,408
"8358",94539,4,2020,"Elec- Residential","N",16869,7132242,423
"8359",94539,5,2020,"Elec- Residential","N",16897,7688799,455
"8360",94539,6,2020,"Elec- Residential","N",16910,8197976,485
"8361",94541,4,2020,"Elec- Residential","N",21678,8902419,411
"8362",94541,5,2020,"Elec- Residential","N",21662,8862301,409
"8363",94541,6,2020,"Elec- Residential","N",21658,8801898,406
"8364",94542,4,2020,"Elec- Residential","N",5006,2360606,472
"8365",94542,5,2020,"Elec- Residential","N",5003,2223151,444
"8366",94542,6,2020,"Elec- Residential","N",5007,2126268,425
"8367",94544,4,2020,"Elec- Residential","N",22395,8864255,396
"8368",94544,5,2020,"Elec- Residential","N",22364,8953669,400
"8369",94544,6,2020,"Elec- Residential","N",22387,9012451,403
"8370",94545,4,2020,"Elec- Residential","N",9162,4134730,451
"8371",94545,5,2020,"Elec- Residential","N",9140,4078366,446
"8372",94545,6,2020,"Elec- Residential","N",9155,4016334,439
"8373",94546,4,2020,"Elec- Residential","N",16505,7209000,437
"8374",94546,5,2020,"Elec- Residential","N",16508,7240237,439
"8375",94546,6,2020,"Elec- Residential","N",16495,7137549,433
"8376",94547,4,2020,"Elec- Residential","N",8760,4003484,457
"8377",94547,5,2020,"Elec- Residential","N",8748,4177464,478
"8378",94547,6,2020,"Elec- Residential","N",8759,4128111,471
"8379",94548,4,2020,"Elec- Residential","N",252,170998,679
"8380",94548,5,2020,"Elec- Residential","N",252,202076,802
"8381",94548,6,2020,"Elec- Residential","N",251,246244,981
"8382",94549,4,2020,"Elec- Residential","N",10605,6009526,567
"8383",94549,5,2020,"Elec- Residential","N",10604,6634334,626
"8384",94549,6,2020,"Elec- Residential","N",10597,7037224,664
"8385",94550,4,2020,"Elec- Residential","N",17856,7474108,419
"8386",94550,5,2020,"Elec- Residential","N",17893,8952364,500
"8387",94550,6,2020,"Elec- Residential","N",17888,10500851,587
"8388",94551,4,2020,"Elec- Residential","N",14062,5843144,416
"8389",94551,5,2020,"Elec- Residential","N",14053,7003313,498
"8390",94551,6,2020,"Elec- Residential","N",14051,8241383,587
"8391",94552,4,2020,"Elec- Residential","N",5002,2412459,482
"8392",94552,5,2020,"Elec- Residential","N",4997,2440943,488
"8393",94552,6,2020,"Elec- Residential","N",4997,2385378,477
"8394",94553,4,2020,"Elec- Residential","N",18642,7736153,415
"8395",94553,5,2020,"Elec- Residential","N",18652,8940954,479
"8396",94553,6,2020,"Elec- Residential","N",18637,10426343,559
"8397",94555,4,2020,"Elec- Residential","N",11650,4622808,397
"8398",94555,5,2020,"Elec- Residential","N",11654,4698582,403
"8399",94555,6,2020,"Elec- Residential","N",11659,4660464,400
"8400",94556,4,2020,"Elec- Residential","N",5949,2946675,495
"8401",94556,5,2020,"Elec- Residential","N",5932,3126558,527
"8402",94556,6,2020,"Elec- Residential","N",5916,3133517,530
"8403",94558,4,2020,"Elec- Residential","N",23939,11670061,487
"8404",94558,5,2020,"Elec- Residential","N",23950,13040529,544
"8405",94558,6,2020,"Elec- Residential","N",23942,14241322,595
"8406",94559,4,2020,"Elec- Residential","N",10632,4287937,403
"8407",94559,5,2020,"Elec- Residential","N",10625,4693619,442
"8408",94559,6,2020,"Elec- Residential","N",10638,5007673,471
"8409",94560,4,2020,"Elec- Residential","N",15068,6103161,405
"8410",94560,5,2020,"Elec- Residential","N",15071,6207971,412
"8411",94560,6,2020,"Elec- Residential","N",15084,6220111,412
"8412",94561,4,2020,"Elec- Residential","N",13530,6495989,480
"8413",94561,5,2020,"Elec- Residential","N",13542,8389181,619
"8414",94561,6,2020,"Elec- Residential","N",13558,10821426,798
"8415",94562,4,2020,"Elec- Residential","N",127,217225,1710
"8416",94562,5,2020,"Elec- Residential","N",127,257916,2031
"8417",94562,6,2020,"Elec- Residential","N",125,272158,2177
"8418",94563,4,2020,"Elec- Residential","N",6834,4271786,625
"8419",94563,5,2020,"Elec- Residential","N",6836,4437505,649
"8420",94563,6,2020,"Elec- Residential","N",6840,4365599,638
"8421",94564,4,2020,"Elec- Residential","N",6875,2847457,414
"8422",94564,5,2020,"Elec- Residential","N",6865,2813947,410
"8423",94564,6,2020,"Elec- Residential","N",6863,2705037,394
"8424",94565,4,2020,"Elec- Residential","N",28867,13334926,462
"8425",94565,5,2020,"Elec- Residential","N",28903,16595943,574
"8426",94565,6,2020,"Elec- Residential","N",28940,20113115,695
"8427",94566,4,2020,"Elec- Residential","N",15713,7175819,457
"8428",94566,5,2020,"Elec- Residential","N",15707,8398109,535
"8429",94566,6,2020,"Elec- Residential","N",15691,9663454,616
"8430",94567,4,2020,"Elec- Residential","N",301,188655,627
"8431",94567,5,2020,"Elec- Residential","N",299,198898,665
"8432",94567,6,2020,"Elec- Residential","N",300,246771,823
"8433",94568,4,2020,"Elec- Residential","N",23328,8827678,378
"8434",94568,5,2020,"Elec- Residential","N",23362,10100790,432
"8435",94568,6,2020,"Elec- Residential","N",23359,10714099,459
"8436",94569,4,2020,"Elec- Residential","Y",0,0,NA
"8437",94569,5,2020,"Elec- Residential","Y",0,0,NA
"8438",94569,6,2020,"Elec- Residential","Y",0,0,NA
"8439",94571,4,2020,"Elec- Residential","Y",5155,1246231,242
"8440",94571,5,2020,"Elec- Residential","Y",5162,1574280,305
"8441",94571,6,2020,"Elec- Residential","Y",5166,2053890,398
"8442",94572,4,2020,"Elec- Residential","N",2810,1418808,505
"8443",94572,5,2020,"Elec- Residential","N",2815,1471188,523
"8444",94572,6,2020,"Elec- Residential","N",2814,1467076,521
"8445",94573,4,2020,"Elec- Residential","N",166,216530,1304
"8446",94573,5,2020,"Elec- Residential","N",167,233284,1397
"8447",94573,6,2020,"Elec- Residential","N",168,261733,1558
"8448",94574,4,2020,"Elec- Residential","N",3716,2391771,644
"8449",94574,5,2020,"Elec- Residential","N",3707,2668962,720
"8450",94574,6,2020,"Elec- Residential","N",3711,3064156,826
"8451",94576,4,2020,"Elec- Residential","N",196,97935,500
"8452",94576,5,2020,"Elec- Residential","N",198,106675,539
"8453",94576,6,2020,"Elec- Residential","N",196,123167,628
"8454",94577,4,2020,"Elec- Residential","N",16520,7346714,445
"8455",94577,5,2020,"Elec- Residential","N",16500,7222900,438
"8456",94577,6,2020,"Elec- Residential","N",16484,7040470,427
"8457",94578,4,2020,"Elec- Residential","N",14323,6070647,424
"8458",94578,5,2020,"Elec- Residential","N",14324,6059002,423
"8459",94578,6,2020,"Elec- Residential","N",14326,5932598,414
"8460",94579,4,2020,"Elec- Residential","N",6486,4146530,639
"8461",94579,5,2020,"Elec- Residential","N",6490,4189227,645
"8462",94579,6,2020,"Elec- Residential","N",6496,4104799,632
"8463",94580,4,2020,"Elec- Residential","N",9140,4543000,497
"8464",94580,5,2020,"Elec- Residential","N",9145,4558228,498
"8465",94580,6,2020,"Elec- Residential","N",9143,4501144,492
"8466",94582,4,2020,"Elec- Residential","N",14772,6049062,409
"8467",94582,5,2020,"Elec- Residential","N",14782,6947859,470
"8468",94582,6,2020,"Elec- Residential","N",14811,7536160,509
"8469",94583,4,2020,"Elec- Residential","N",14098,6150189,436
"8470",94583,5,2020,"Elec- Residential","N",14109,6958681,493
"8471",94583,6,2020,"Elec- Residential","N",14124,7492361,530
"8472",94585,4,2020,"Elec- Residential","N",9693,4531709,468
"8473",94585,5,2020,"Elec- Residential","N",9698,5458998,563
"8474",94585,6,2020,"Elec- Residential","N",9699,6210378,640
"8475",94586,4,2020,"Elec- Residential","N",374,224739,601
"8476",94586,5,2020,"Elec- Residential","N",372,225530,606
"8477",94586,6,2020,"Elec- Residential","N",373,242846,651
"8478",94587,4,2020,"Elec- Residential","N",21075,8877120,421
"8479",94587,5,2020,"Elec- Residential","N",21101,9005465,427
"8480",94587,6,2020,"Elec- Residential","N",21099,8966094,425
"8481",94588,4,2020,"Elec- Residential","N",11911,5099603,428
"8482",94588,5,2020,"Elec- Residential","N",11932,5848453,490
"8483",94588,6,2020,"Elec- Residential","N",11942,6457827,541
"8484",94589,4,2020,"Elec- Residential","N",9275,4297839,463
"8485",94589,5,2020,"Elec- Residential","N",9284,4337561,467
"8486",94589,6,2020,"Elec- Residential","N",9285,4318630,465
"8487",94590,4,2020,"Elec- Residential","N",14319,5387596,376
"8488",94590,5,2020,"Elec- Residential","N",14356,5438210,379
"8489",94590,6,2020,"Elec- Residential","N",14354,5412096,377
"8490",94591,4,2020,"Elec- Residential","N",19447,9330077,480
"8491",94591,5,2020,"Elec- Residential","N",19456,9816921,505
"8492",94591,6,2020,"Elec- Residential","N",19465,9864649,507
"8493",94595,4,2020,"Elec- Residential","N",9956,4210690,423
"8494",94595,5,2020,"Elec- Residential","N",9960,4273666,429
"8495",94595,6,2020,"Elec- Residential","N",9951,4482111,450
"8496",94596,4,2020,"Elec- Residential","N",9760,4152097,425
"8497",94596,5,2020,"Elec- Residential","N",9719,4574215,471
"8498",94596,6,2020,"Elec- Residential","N",9721,5125592,527
"8499",94597,4,2020,"Elec- Residential","N",10718,4051510,378
"8500",94597,5,2020,"Elec- Residential","N",10694,4693992,439
"8501",94597,6,2020,"Elec- Residential","N",10652,5238073,492
"8502",94598,4,2020,"Elec- Residential","N",10405,4979770,479
"8503",94598,5,2020,"Elec- Residential","N",10410,5835789,561
"8504",94598,6,2020,"Elec- Residential","N",10419,6786825,651
"8505",94599,4,2020,"Elec- Residential","N",1049,578564,552
"8506",94599,5,2020,"Elec- Residential","N",1050,680908,648
"8507",94599,6,2020,"Elec- Residential","N",1052,787337,748
"8508",94601,4,2020,"Elec- Residential","N",15156,5775742,381
"8509",94601,5,2020,"Elec- Residential","N",15148,5555052,367
"8510",94601,6,2020,"Elec- Residential","N",15127,5385262,356
"8511",94602,4,2020,"Elec- Residential","N",11858,4112254,347
"8512",94602,5,2020,"Elec- Residential","N",11855,3840801,324
"8513",94602,6,2020,"Elec- Residential","N",11843,3593571,303
"8514",94603,4,2020,"Elec- Residential","N",9801,3702977,378
"8515",94603,5,2020,"Elec- Residential","N",9796,3584741,366
"8516",94603,6,2020,"Elec- Residential","N",9795,3514263,359
"8517",94605,4,2020,"Elec- Residential","N",16024,6333987,395
"8518",94605,5,2020,"Elec- Residential","N",16012,6006759,375
"8519",94605,6,2020,"Elec- Residential","N",16004,5775110,361
"8520",94606,4,2020,"Elec- Residential","N",15127,5333849,353
"8521",94606,5,2020,"Elec- Residential","N",15140,5068164,335
"8522",94606,6,2020,"Elec- Residential","N",15104,4841075,321
"8523",94607,4,2020,"Elec- Residential","N",10887,3790277,348
"8524",94607,5,2020,"Elec- Residential","N",10889,3503246,322
"8525",94607,6,2020,"Elec- Residential","N",10903,3331140,306
"8526",94608,4,2020,"Elec- Residential","N",14550,4547646,313
"8527",94608,5,2020,"Elec- Residential","N",14561,4094843,281
"8528",94608,6,2020,"Elec- Residential","N",14525,3828116,264
"8529",94609,4,2020,"Elec- Residential","N",9657,2659801,275
"8530",94609,5,2020,"Elec- Residential","N",9622,2417331,251
"8531",94609,6,2020,"Elec- Residential","N",9589,2246874,234
"8532",94610,4,2020,"Elec- Residential","N",15047,4803347,319
"8533",94610,5,2020,"Elec- Residential","N",15022,4334238,289
"8534",94610,6,2020,"Elec- Residential","N",14962,4030819,269
"8535",94611,4,2020,"Elec- Residential","N",17068,7075326,415
"8536",94611,5,2020,"Elec- Residential","N",17064,6556986,384
"8537",94611,6,2020,"Elec- Residential","N",17039,5989479,352
"8538",94612,4,2020,"Elec- Residential","N",7948,2617646,329
"8539",94612,5,2020,"Elec- Residential","N",7993,2441944,306
"8540",94612,6,2020,"Elec- Residential","N",8000,2384296,298
"8541",94613,4,2020,"Elec- Residential","Y",0,0,NA
"8542",94613,5,2020,"Elec- Residential","Y",0,0,NA
"8543",94613,6,2020,"Elec- Residential","Y",0,0,NA
"8544",94618,4,2020,"Elec- Residential","N",7324,2705647,369
"8545",94618,5,2020,"Elec- Residential","N",7310,2451361,335
"8546",94618,6,2020,"Elec- Residential","N",7295,2241957,307
"8547",94619,4,2020,"Elec- Residential","Y",9384,3582955,382
"8548",94619,5,2020,"Elec- Residential","Y",9389,3363843,358
"8549",94619,6,2020,"Elec- Residential","Y",9396,3191085,340
"8550",94621,4,2020,"Elec- Residential","N",9330,3281381,352
"8551",94621,5,2020,"Elec- Residential","N",9339,3170168,339
"8552",94621,6,2020,"Elec- Residential","N",9347,3097021,331
"8553",94702,4,2020,"Elec- Residential","N",7260,1953775,269
"8554",94702,5,2020,"Elec- Residential","N",7261,1753053,241
"8555",94702,6,2020,"Elec- Residential","N",7243,1626808,225
"8556",94703,4,2020,"Elec- Residential","N",8558,2241994,262
"8557",94703,5,2020,"Elec- Residential","N",8520,2006027,235
"8558",94703,6,2020,"Elec- Residential","N",8440,1842235,218
"8559",94704,4,2020,"Elec- Residential","Y",8161,1937541,237
"8560",94704,5,2020,"Elec- Residential","Y",7764,1722222,222
"8561",94704,6,2020,"Elec- Residential","Y",7034,1480748,211
"8562",94705,4,2020,"Elec- Residential","N",5697,1934200,340
"8563",94705,5,2020,"Elec- Residential","N",5677,1710055,301
"8564",94705,6,2020,"Elec- Residential","N",5619,1537470,274
"8565",94706,4,2020,"Elec- Residential","N",6972,2034931,292
"8566",94706,5,2020,"Elec- Residential","N",6961,1834833,264
"8567",94706,6,2020,"Elec- Residential","N",6953,1701886,245
"8568",94707,4,2020,"Elec- Residential","N",5015,1902478,379
"8569",94707,5,2020,"Elec- Residential","N",5011,1683936,336
"8570",94707,6,2020,"Elec- Residential","N",5009,1524273,304
"8571",94708,4,2020,"Elec- Residential","N",4630,1881169,406
"8572",94708,5,2020,"Elec- Residential","N",4630,1674129,362
"8573",94708,6,2020,"Elec- Residential","N",4636,1496441,323
"8574",94709,4,2020,"Elec- Residential","N",4904,1271734,259
"8575",94709,5,2020,"Elec- Residential","N",4798,1097013,229
"8576",94709,6,2020,"Elec- Residential","N",4643,975855,210
"8577",94710,4,2020,"Elec- Residential","N",3342,940544,281
"8578",94710,5,2020,"Elec- Residential","N",3334,868010,260
"8579",94710,6,2020,"Elec- Residential","N",3315,808142,244
"8580",94720,4,2020,"Elec- Residential","Y",0,0,NA
"8581",94720,5,2020,"Elec- Residential","Y",0,0,NA
"8582",94720,6,2020,"Elec- Residential","Y",0,0,NA
"8583",94801,4,2020,"Elec- Residential","N",9691,3091354,319
"8584",94801,5,2020,"Elec- Residential","N",9684,2890112,298
"8585",94801,6,2020,"Elec- Residential","N",9681,2709529,280
"8586",94803,4,2020,"Elec- Residential","N",9388,4210471,448
"8587",94803,5,2020,"Elec- Residential","N",9388,4141966,441
"8588",94803,6,2020,"Elec- Residential","N",9393,3941725,420
"8589",94804,4,2020,"Elec- Residential","N",14563,5352319,368
"8590",94804,5,2020,"Elec- Residential","N",14573,5002024,343
"8591",94804,6,2020,"Elec- Residential","N",14579,4699701,322
"8592",94805,4,2020,"Elec- Residential","N",5095,1804115,354
"8593",94805,5,2020,"Elec- Residential","N",5094,1670281,328
"8594",94805,6,2020,"Elec- Residential","N",5088,1568740,308
"8595",94806,4,2020,"Elec- Residential","N",19760,7446107,377
"8596",94806,5,2020,"Elec- Residential","N",19764,7235140,366
"8597",94806,6,2020,"Elec- Residential","N",19789,6875021,347
"8598",94901,4,2020,"Elec- Residential","N",14860,6395684,430
"8599",94901,5,2020,"Elec- Residential","N",14853,6213628,418
"8600",94901,6,2020,"Elec- Residential","N",14844,5984064,403
"8601",94903,4,2020,"Elec- Residential","N",11473,4955964,432
"8602",94903,5,2020,"Elec- Residential","N",11472,4984010,434
"8603",94903,6,2020,"Elec- Residential","N",11463,4998002,436
"8604",94904,4,2020,"Elec- Residential","N",3906,2321284,594
"8605",94904,5,2020,"Elec- Residential","N",3912,2332895,596
"8606",94904,6,2020,"Elec- Residential","N",3909,2270954,581
"8607",94920,4,2020,"Elec- Residential","N",5553,3176338,572
"8608",94920,5,2020,"Elec- Residential","N",5538,3000835,542
"8609",94920,6,2020,"Elec- Residential","N",5528,2756603,499
"8610",94922,4,2020,"Elec- Residential","Y",175,139288,796
"8611",94922,5,2020,"Elec- Residential","Y",173,130683,755
"8612",94922,6,2020,"Elec- Residential","Y",173,120292,695
"8613",94923,4,2020,"Elec- Residential","N",1330,564270,424
"8614",94923,5,2020,"Elec- Residential","N",1330,548225,412
"8615",94923,6,2020,"Elec- Residential","N",1329,505015,380
"8616",94924,4,2020,"Elec- Residential","N",516,295479,573
"8617",94924,5,2020,"Elec- Residential","N",516,252944,490
"8618",94924,6,2020,"Elec- Residential","N",514,207756,404
"8619",94925,4,2020,"Elec- Residential","N",3909,1692671,433
"8620",94925,5,2020,"Elec- Residential","N",3904,1623006,416
"8621",94925,6,2020,"Elec- Residential","N",3896,1508346,387
"8622",94928,4,2020,"Elec- Residential","N",15384,6864376,446
"8623",94928,5,2020,"Elec- Residential","N",15377,6841336,445
"8624",94928,6,2020,"Elec- Residential","N",15329,6749605,440
"8625",94929,4,2020,"Elec- Residential","N",390,153435,393
"8626",94929,5,2020,"Elec- Residential","N",390,147779,379
"8627",94929,6,2020,"Elec- Residential","N",390,149829,384
"8628",94930,4,2020,"Elec- Residential","N",627,300921,480
"8629",94930,5,2020,"Elec- Residential","N",633,283266,447
"8630",94930,6,2020,"Elec- Residential","N",635,259997,409
"8631",94931,4,2020,"Elec- Residential","N",3526,1653268,469
"8632",94931,5,2020,"Elec- Residential","N",3525,1616370,459
"8633",94931,6,2020,"Elec- Residential","N",3520,1558626,443
"8634",94933,4,2020,"Elec- Residential","N",309,195407,632
"8635",94933,5,2020,"Elec- Residential","N",308,169337,550
"8636",94933,6,2020,"Elec- Residential","N",308,139821,454
"8637",94937,4,2020,"Elec- Residential","N",741,360677,487
"8638",94937,5,2020,"Elec- Residential","N",740,316926,428
"8639",94937,6,2020,"Elec- Residential","N",740,271164,366
"8640",94938,4,2020,"Elec- Residential","N",199,133477,671
"8641",94938,5,2020,"Elec- Residential","N",199,108301,544
"8642",94938,6,2020,"Elec- Residential","N",198,87716,443
"8643",94939,4,2020,"Elec- Residential","Y",4539,1959872,432
"8644",94939,5,2020,"Elec- Residential","Y",4524,1873606,414
"8645",94939,6,2020,"Elec- Residential","Y",4516,1767068,391
"8646",94940,4,2020,"Elec- Residential","N",117,62376,533
"8647",94940,5,2020,"Elec- Residential","N",117,55539,475
"8648",94940,6,2020,"Elec- Residential","N",119,48294,406
"8649",94941,4,2020,"Elec- Residential","N",12109,5743928,474
"8650",94941,5,2020,"Elec- Residential","N",12099,5300499,438
"8651",94941,6,2020,"Elec- Residential","N",12087,4739840,392
"8652",94945,4,2020,"Elec- Residential","N",6752,3164313,469
"8653",94945,5,2020,"Elec- Residential","N",6747,3279294,486
"8654",94945,6,2020,"Elec- Residential","N",6739,3343448,496
"8655",94946,4,2020,"Elec- Residential","N",244,189295,776
"8656",94946,5,2020,"Elec- Residential","N",244,169291,694
"8657",94946,6,2020,"Elec- Residential","N",243,152953,629
"8658",94947,4,2020,"Elec- Residential","N",9187,4201953,457
"8659",94947,5,2020,"Elec- Residential","N",9189,4272532,465
"8660",94947,6,2020,"Elec- Residential","N",9178,4317545,470
"8661",94949,4,2020,"Elec- Residential","N",6427,3016175,469
"8662",94949,5,2020,"Elec- Residential","N",6422,3185177,496
"8663",94949,6,2020,"Elec- Residential","N",6433,3444197,535
"8664",94951,4,2020,"Elec- Residential","N",1537,927012,603
"8665",94951,5,2020,"Elec- Residential","N",1539,896926,583
"8666",94951,6,2020,"Elec- Residential","N",1539,848036,551
"8667",94952,4,2020,"Elec- Residential","N",12557,5658272,451
"8668",94952,5,2020,"Elec- Residential","N",12566,5470866,435
"8669",94952,6,2020,"Elec- Residential","N",12563,5226806,416
"8670",94954,4,2020,"Elec- Residential","N",13596,6007244,442
"8671",94954,5,2020,"Elec- Residential","N",13604,6093958,448
"8672",94954,6,2020,"Elec- Residential","N",13618,6048549,444
"8673",94956,4,2020,"Elec- Residential","N",449,221515,493
"8674",94956,5,2020,"Elec- Residential","N",449,193420,431
"8675",94956,6,2020,"Elec- Residential","N",450,163377,363
"8676",94957,4,2020,"Elec- Residential","N",790,795004,1006
"8677",94957,5,2020,"Elec- Residential","N",788,825913,1048
"8678",94957,6,2020,"Elec- Residential","N",788,810792,1029
"8679",94960,4,2020,"Elec- Residential","N",5698,2717557,477
"8680",94960,5,2020,"Elec- Residential","N",5703,2648176,464
"8681",94960,6,2020,"Elec- Residential","N",5688,2549744,448
"8682",94963,4,2020,"Elec- Residential","N",189,116424,616
"8683",94963,5,2020,"Elec- Residential","N",187,99387,531
"8684",94963,6,2020,"Elec- Residential","N",186,84996,457
"8685",94964,4,2020,"Elec- Residential","Y",0,0,NA
"8686",94964,5,2020,"Elec- Residential","Y",0,0,NA
"8687",94964,6,2020,"Elec- Residential","Y",0,0,NA
"8688",94965,4,2020,"Elec- Residential","N",5731,2361616,412
"8689",94965,5,2020,"Elec- Residential","N",5741,2121398,370
"8690",94965,6,2020,"Elec- Residential","N",5741,1940471,338
"8691",94970,4,2020,"Elec- Residential","N",695,419587,604
"8692",94970,5,2020,"Elec- Residential","N",696,370144,532
"8693",94970,6,2020,"Elec- Residential","N",698,333113,477
"8694",94971,4,2020,"Elec- Residential","N",152,71602,471
"8695",94971,5,2020,"Elec- Residential","N",152,65122,428
"8696",94971,6,2020,"Elec- Residential","N",153,60689,397
"8697",94972,4,2020,"Elec- Residential","Y",0,0,NA
"8698",94972,5,2020,"Elec- Residential","Y",0,0,NA
"8699",94972,6,2020,"Elec- Residential","Y",0,0,NA
"8700",94973,4,2020,"Elec- Residential","N",493,342074,694
"8701",94973,5,2020,"Elec- Residential","N",494,284360,576
"8702",94973,6,2020,"Elec- Residential","N",494,244552,495
"8703",95002,4,2020,"Elec- Residential","N",417,241356,579
"8704",95002,5,2020,"Elec- Residential","N",416,250031,601
"8705",95002,6,2020,"Elec- Residential","N",414,259814,628
