"","ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALKWH","AVERAGEKWH"
"5146",93263,6,2020,"Elec- Commercial","Y",1685,10143294,6020
"5147",93266,4,2020,"Elec- Commercial","Y",0,0,NA
"5148",93266,5,2020,"Elec- Commercial","Y",0,0,NA
"5149",93266,6,2020,"Elec- Commercial","Y",0,0,NA
"5150",93268,4,2020,"Elec- Commercial","Y",573,6562936,11454
"5151",93268,5,2020,"Elec- Commercial","Y",573,6736696,11757
"5152",93268,6,2020,"Elec- Commercial","Y",572,6786248,11864
"5153",93272,4,2020,"Elec- Commercial","Y",0,0,NA
"5154",93272,5,2020,"Elec- Commercial","Y",0,0,NA
"5155",93272,6,2020,"Elec- Commercial","Y",0,0,NA
"5156",93274,4,2020,"Elec- Commercial","Y",0,0,NA
"5157",93274,5,2020,"Elec- Commercial","Y",0,0,NA
"5158",93274,6,2020,"Elec- Commercial","Y",0,0,NA
"5159",93276,4,2020,"Elec- Commercial","Y",0,0,NA
"5160",93276,5,2020,"Elec- Commercial","Y",0,0,NA
"5161",93276,6,2020,"Elec- Commercial","Y",0,0,NA
"5162",93277,4,2020,"Elec- Commercial","Y",0,0,NA
"5163",93277,5,2020,"Elec- Commercial","Y",0,0,NA
"5164",93277,6,2020,"Elec- Commercial","Y",0,0,NA
"5165",93280,4,2020,"Elec- Commercial","Y",0,0,NA
"5166",93280,5,2020,"Elec- Commercial","Y",679,6314978,9300
"5167",93280,6,2020,"Elec- Commercial","Y",0,0,NA
"5168",93286,4,2020,"Elec- Commercial","Y",0,0,NA
"5169",93286,5,2020,"Elec- Commercial","Y",0,0,NA
"5170",93286,6,2020,"Elec- Commercial","Y",0,0,NA
"5171",93291,4,2020,"Elec- Commercial","Y",0,0,NA
"5172",93291,5,2020,"Elec- Commercial","Y",0,0,NA
"5173",93291,6,2020,"Elec- Commercial","Y",0,0,NA
"5174",93292,4,2020,"Elec- Commercial","Y",0,0,NA
"5175",93292,5,2020,"Elec- Commercial","Y",0,0,NA
"5176",93292,6,2020,"Elec- Commercial","Y",0,0,NA
"5177",93301,4,2020,"Elec- Commercial","N",1663,8856731,5326
"5178",93301,5,2020,"Elec- Commercial","N",1670,10826519,6483
"5179",93301,6,2020,"Elec- Commercial","N",1677,12816348,7642
"5180",93304,4,2020,"Elec- Commercial","N",1015,5848251,5762
"5181",93304,5,2020,"Elec- Commercial","N",1012,7157389,7073
"5182",93304,6,2020,"Elec- Commercial","N",1018,8556390,8405
"5183",93305,4,2020,"Elec- Commercial","N",796,3026299,3802
"5184",93305,5,2020,"Elec- Commercial","N",793,3767128,4750
"5185",93305,6,2020,"Elec- Commercial","N",796,4461020,5604
"5186",93306,4,2020,"Elec- Commercial","N",676,4590626,6791
"5187",93306,5,2020,"Elec- Commercial","N",676,5704666,8439
"5188",93306,6,2020,"Elec- Commercial","N",674,6593801,9783
"5189",93307,4,2020,"Elec- Commercial","Y",1746,9973297,5712
"5190",93307,5,2020,"Elec- Commercial","Y",1747,11858627,6788
"5191",93307,6,2020,"Elec- Commercial","Y",1745,13938303,7988
"5192",93308,4,2020,"Elec- Commercial","N",2215,15404684,6955
"5193",93308,5,2020,"Elec- Commercial","N",2210,17306502,7831
"5194",93308,6,2020,"Elec- Commercial","N",2204,19548136,8869
"5195",93309,4,2020,"Elec- Commercial","N",1335,8675453,6498
"5196",93309,5,2020,"Elec- Commercial","Y",2161,17736065,8207
"5197",93309,6,2020,"Elec- Commercial","Y",2154,21330775,9903
"5198",93311,4,2020,"Elec- Commercial","Y",562,6034780,10738
"5199",93311,5,2020,"Elec- Commercial","Y",561,7297378,13008
"5200",93311,6,2020,"Elec- Commercial","Y",561,8494390,15142
"5201",93312,4,2020,"Elec- Commercial","N",830,5246103,6321
"5202",93312,5,2020,"Elec- Commercial","Y",0,0,NA
"5203",93312,6,2020,"Elec- Commercial","Y",0,0,NA
"5204",93313,4,2020,"Elec- Commercial","N",1066,6434493,6036
"5205",93313,5,2020,"Elec- Commercial","N",1067,7767408,7280
"5206",93313,6,2020,"Elec- Commercial","N",1065,9009940,8460
"5207",93314,4,2020,"Elec- Commercial","Y",0,0,NA
"5208",93314,5,2020,"Elec- Commercial","Y",0,0,NA
"5209",93314,6,2020,"Elec- Commercial","Y",0,0,NA
"5210",93401,4,2020,"Elec- Commercial","N",2512,10758046,4283
"5211",93401,5,2020,"Elec- Commercial","N",2508,11436420,4560
"5212",93401,6,2020,"Elec- Commercial","N",2507,12149245,4846
"5213",93402,4,2020,"Elec- Commercial","Y",0,0,NA
"5214",93402,5,2020,"Elec- Commercial","Y",0,0,NA
"5215",93402,6,2020,"Elec- Commercial","Y",0,0,NA
"5216",93405,4,2020,"Elec- Commercial","Y",792,4373980,5523
"5217",93405,5,2020,"Elec- Commercial","Y",792,4742699,5988
"5218",93405,6,2020,"Elec- Commercial","Y",792,4917085,6208
"5219",93420,4,2020,"Elec- Commercial","N",1109,3084808,2782
"5220",93420,5,2020,"Elec- Commercial","N",1106,3387281,3063
"5221",93420,6,2020,"Elec- Commercial","N",1107,3466781,3132
"5222",93422,4,2020,"Elec- Commercial","Y",1733,4637545,2676
"5223",93422,5,2020,"Elec- Commercial","Y",1730,5361487,3099
"5224",93422,6,2020,"Elec- Commercial","Y",1636,5679713,3472
"5225",93424,6,2020,"Elec- Commercial","N",105,443306,4222
"5226",93426,4,2020,"Elec- Commercial","Y",0,0,NA
"5227",93426,5,2020,"Elec- Commercial","Y",0,0,NA
"5228",93426,6,2020,"Elec- Commercial","Y",0,0,NA
"5229",93427,4,2020,"Elec- Commercial","Y",666,2847582,4276
"5230",93427,5,2020,"Elec- Commercial","Y",664,3229218,4863
"5231",93427,6,2020,"Elec- Commercial","Y",664,3372227,5079
"5232",93428,4,2020,"Elec- Commercial","Y",547,1134054,2073
"5233",93428,5,2020,"Elec- Commercial","Y",545,1202453,2206
"5234",93428,6,2020,"Elec- Commercial","Y",506,1058622,2092
"5235",93429,4,2020,"Elec- Commercial","Y",0,0,NA
"5236",93429,5,2020,"Elec- Commercial","Y",0,0,NA
"5237",93429,6,2020,"Elec- Commercial","Y",0,0,NA
"5238",93430,4,2020,"Elec- Commercial","Y",0,0,NA
"5239",93430,5,2020,"Elec- Commercial","Y",0,0,NA
"5240",93430,6,2020,"Elec- Commercial","Y",0,0,NA
"5241",93432,4,2020,"Elec- Commercial","Y",0,0,NA
"5242",93432,5,2020,"Elec- Commercial","Y",0,0,NA
"5243",93432,6,2020,"Elec- Commercial","N",98,211327,2156
"5244",93433,4,2020,"Elec- Commercial","Y",757,1710571,2260
"5245",93433,5,2020,"Elec- Commercial","Y",755,1815759,2405
"5246",93433,6,2020,"Elec- Commercial","Y",752,1765644,2348
"5247",93434,4,2020,"Elec- Commercial","Y",0,0,NA
"5248",93434,5,2020,"Elec- Commercial","Y",0,0,NA
"5249",93434,6,2020,"Elec- Commercial","Y",0,0,NA
"5250",93435,4,2020,"Elec- Commercial","Y",0,0,NA
"5251",93435,5,2020,"Elec- Commercial","Y",0,0,NA
"5252",93435,6,2020,"Elec- Commercial","Y",0,0,NA
"5253",93436,4,2020,"Elec- Commercial","Y",0,0,NA
"5254",93436,5,2020,"Elec- Commercial","Y",0,0,NA
"5255",93436,6,2020,"Elec- Commercial","Y",0,0,NA
"5256",93437,4,2020,"Elec- Commercial","Y",0,0,NA
"5257",93437,5,2020,"Elec- Commercial","Y",0,0,NA
"5258",93437,6,2020,"Elec- Commercial","Y",0,0,NA
"5259",93440,4,2020,"Elec- Commercial","N",100,240780,2408
"5260",93440,5,2020,"Elec- Commercial","N",99,262363,2650
"5261",93440,6,2020,"Elec- Commercial","N",98,304051,3103
"5262",93441,4,2020,"Elec- Commercial","Y",0,0,NA
"5263",93441,5,2020,"Elec- Commercial","N",147,451277,3070
"5264",93441,6,2020,"Elec- Commercial","N",146,482159,3302
"5265",93442,4,2020,"Elec- Commercial","N",622,1369991,2203
"5266",93442,5,2020,"Elec- Commercial","N",622,1460259,2348
"5267",93442,6,2020,"Elec- Commercial","N",619,1581906,2556
"5268",93444,4,2020,"Elec- Commercial","N",448,1319308,2945
"5269",93444,5,2020,"Elec- Commercial","Y",0,0,NA
"5270",93444,6,2020,"Elec- Commercial","Y",0,0,NA
"5271",93445,4,2020,"Elec- Commercial","Y",0,0,NA
"5272",93445,5,2020,"Elec- Commercial","Y",0,0,NA
"5273",93445,6,2020,"Elec- Commercial","Y",0,0,NA
"5274",93446,4,2020,"Elec- Commercial","Y",2448,10395564,4247
"5275",93446,5,2020,"Elec- Commercial","Y",2446,11767688,4811
"5276",93446,6,2020,"Elec- Commercial","Y",2242,12585941,5614
"5277",93449,4,2020,"Elec- Commercial","N",475,1764606,3715
"5278",93449,5,2020,"Elec- Commercial","N",476,2089554,4390
"5279",93449,6,2020,"Elec- Commercial","N",475,2485870,5233
"5280",93450,4,2020,"Elec- Commercial","Y",0,0,NA
"5281",93450,5,2020,"Elec- Commercial","Y",0,0,NA
"5282",93450,6,2020,"Elec- Commercial","Y",0,0,NA
"5283",93451,4,2020,"Elec- Commercial","Y",0,0,NA
"5284",93451,5,2020,"Elec- Commercial","Y",0,0,NA
"5285",93451,6,2020,"Elec- Commercial","Y",0,0,NA
"5286",93452,4,2020,"Elec- Commercial","Y",0,0,NA
"5287",93452,5,2020,"Elec- Commercial","Y",0,0,NA
"5288",93452,6,2020,"Elec- Commercial","Y",0,0,NA
"5289",93453,4,2020,"Elec- Commercial","Y",479,6711260,14011
"5290",93453,5,2020,"Elec- Commercial","Y",283,2877940,10169
"5291",93453,6,2020,"Elec- Commercial","Y",480,6698078,13954
"5292",93454,4,2020,"Elec- Commercial","N",1429,8960171,6270
"5293",93454,5,2020,"Elec- Commercial","N",1426,9631405,6754
"5294",93454,6,2020,"Elec- Commercial","N",1424,10040285,7051
"5295",93455,4,2020,"Elec- Commercial","Y",1191,6054288,5083
"5296",93455,5,2020,"Elec- Commercial","Y",1189,6699611,5635
"5297",93455,6,2020,"Elec- Commercial","Y",1189,7021895,5906
"5298",93458,4,2020,"Elec- Commercial","Y",849,3529232,4157
"5299",93458,5,2020,"Elec- Commercial","Y",1293,5409760,4184
"5300",93458,6,2020,"Elec- Commercial","Y",1292,5664281,4384
"5301",93460,4,2020,"Elec- Commercial","Y",0,0,NA
"5302",93460,5,2020,"Elec- Commercial","Y",440,1565799,3559
"5303",93460,6,2020,"Elec- Commercial","Y",0,0,NA
"5304",93461,4,2020,"Elec- Commercial","Y",0,0,NA
"5305",93461,5,2020,"Elec- Commercial","Y",0,0,NA
"5306",93461,6,2020,"Elec- Commercial","Y",0,0,NA
"5307",93463,4,2020,"Elec- Commercial","Y",1118,3194829,2858
"5308",93463,5,2020,"Elec- Commercial","N",529,1785870,3376
"5309",93463,6,2020,"Elec- Commercial","Y",964,3923661,4070
"5310",93465,4,2020,"Elec- Commercial","Y",0,0,NA
"5311",93465,5,2020,"Elec- Commercial","Y",0,0,NA
"5312",93465,6,2020,"Elec- Commercial","Y",0,0,NA
"5313",93560,4,2020,"Elec- Commercial","Y",0,0,NA
"5314",93560,5,2020,"Elec- Commercial","Y",0,0,NA
"5315",93560,6,2020,"Elec- Commercial","Y",0,0,NA
"5316",93561,4,2020,"Elec- Commercial","Y",0,0,NA
"5317",93561,5,2020,"Elec- Commercial","Y",0,0,NA
"5318",93561,6,2020,"Elec- Commercial","Y",0,0,NA
"5319",93601,4,2020,"Elec- Commercial","Y",0,0,NA
"5320",93601,5,2020,"Elec- Commercial","Y",0,0,NA
"5321",93601,6,2020,"Elec- Commercial","Y",0,0,NA
"5322",93602,4,2020,"Elec- Commercial","Y",0,0,NA
"5323",93602,5,2020,"Elec- Commercial","Y",0,0,NA
"5324",93602,6,2020,"Elec- Commercial","Y",0,0,NA
"5325",93603,4,2020,"Elec- Commercial","Y",0,0,NA
"5326",93603,5,2020,"Elec- Commercial","Y",0,0,NA
"5327",93603,6,2020,"Elec- Commercial","Y",0,0,NA
"5328",93604,4,2020,"Elec- Commercial","Y",0,0,NA
"5329",93604,5,2020,"Elec- Commercial","Y",0,0,NA
"5330",93604,6,2020,"Elec- Commercial","Y",0,0,NA
"5331",93608,4,2020,"Elec- Commercial","Y",0,0,NA
"5332",93608,5,2020,"Elec- Commercial","Y",0,0,NA
"5333",93608,6,2020,"Elec- Commercial","Y",0,0,NA
"5334",93609,4,2020,"Elec- Commercial","Y",0,0,NA
"5335",93609,5,2020,"Elec- Commercial","Y",0,0,NA
"5336",93609,6,2020,"Elec- Commercial","Y",0,0,NA
"5337",93610,4,2020,"Elec- Commercial","Y",0,0,NA
"5338",93610,5,2020,"Elec- Commercial","Y",0,0,NA
"5339",93610,6,2020,"Elec- Commercial","Y",0,0,NA
"5340",93611,4,2020,"Elec- Commercial","Y",1067,5651344,5296
"5341",93611,5,2020,"Elec- Commercial","Y",1060,6657746,6281
"5342",93611,6,2020,"Elec- Commercial","Y",1064,8012291,7530
"5343",93612,4,2020,"Elec- Commercial","Y",0,0,NA
"5344",93612,5,2020,"Elec- Commercial","Y",0,0,NA
"5345",93612,6,2020,"Elec- Commercial","N",1446,10594011,7326
"5346",93614,4,2020,"Elec- Commercial","Y",0,0,NA
"5347",93614,5,2020,"Elec- Commercial","Y",497,2364195,4757
"5348",93614,6,2020,"Elec- Commercial","Y",0,0,NA
"5349",93615,4,2020,"Elec- Commercial","Y",0,0,NA
"5350",93615,5,2020,"Elec- Commercial","Y",0,0,NA
"5351",93615,6,2020,"Elec- Commercial","Y",0,0,NA
"5352",93616,4,2020,"Elec- Commercial","Y",0,0,NA
"5353",93616,5,2020,"Elec- Commercial","Y",0,0,NA
"5354",93616,6,2020,"Elec- Commercial","Y",0,0,NA
"5355",93618,4,2020,"Elec- Commercial","Y",0,0,NA
"5356",93618,5,2020,"Elec- Commercial","Y",0,0,NA
"5357",93618,6,2020,"Elec- Commercial","Y",0,0,NA
"5358",93619,4,2020,"Elec- Commercial","Y",0,0,NA
"5359",93619,5,2020,"Elec- Commercial","Y",0,0,NA
"5360",93619,6,2020,"Elec- Commercial","Y",0,0,NA
"5361",93620,4,2020,"Elec- Commercial","Y",0,0,NA
"5362",93620,5,2020,"Elec- Commercial","Y",0,0,NA
"5363",93620,6,2020,"Elec- Commercial","Y",0,0,NA
"5364",93621,4,2020,"Elec- Commercial","Y",0,0,NA
"5365",93621,5,2020,"Elec- Commercial","Y",0,0,NA
"5366",93621,6,2020,"Elec- Commercial","Y",0,0,NA
"5367",93622,4,2020,"Elec- Commercial","Y",0,0,NA
"5368",93622,5,2020,"Elec- Commercial","Y",0,0,NA
"5369",93622,6,2020,"Elec- Commercial","Y",0,0,NA
"5370",93623,4,2020,"Elec- Commercial","Y",0,0,NA
"5371",93623,5,2020,"Elec- Commercial","Y",0,0,NA
"5372",93623,6,2020,"Elec- Commercial","Y",0,0,NA
"5373",93625,4,2020,"Elec- Commercial","Y",0,0,NA
"5374",93625,5,2020,"Elec- Commercial","Y",0,0,NA
"5375",93625,6,2020,"Elec- Commercial","Y",0,0,NA
"5376",93626,4,2020,"Elec- Commercial","Y",0,0,NA
"5377",93626,5,2020,"Elec- Commercial","Y",0,0,NA
"5378",93626,6,2020,"Elec- Commercial","Y",0,0,NA
"5379",93627,4,2020,"Elec- Commercial","Y",0,0,NA
"5380",93627,5,2020,"Elec- Commercial","Y",0,0,NA
"5381",93627,6,2020,"Elec- Commercial","Y",0,0,NA
"5382",93628,4,2020,"Elec- Commercial","Y",0,0,NA
"5383",93628,5,2020,"Elec- Commercial","Y",0,0,NA
"5384",93628,6,2020,"Elec- Commercial","Y",0,0,NA
"5385",93630,4,2020,"Elec- Commercial","Y",0,0,NA
"5386",93630,5,2020,"Elec- Commercial","Y",0,0,NA
"5387",93630,6,2020,"Elec- Commercial","Y",0,0,NA
"5388",93631,4,2020,"Elec- Commercial","Y",0,0,NA
"5389",93631,5,2020,"Elec- Commercial","Y",0,0,NA
"5390",93631,6,2020,"Elec- Commercial","Y",0,0,NA
"5391",93633,4,2020,"Elec- Commercial","Y",0,0,NA
"5392",93633,5,2020,"Elec- Commercial","Y",0,0,NA
"5393",93633,6,2020,"Elec- Commercial","Y",0,0,NA
"5394",93635,4,2020,"Elec- Commercial","Y",0,0,NA
"5395",93635,5,2020,"Elec- Commercial","Y",0,0,NA
"5396",93635,6,2020,"Elec- Commercial","Y",0,0,NA
"5397",93636,4,2020,"Elec- Commercial","Y",0,0,NA
"5398",93636,5,2020,"Elec- Commercial","Y",0,0,NA
"5399",93636,6,2020,"Elec- Commercial","Y",0,0,NA
"5400",93637,4,2020,"Elec- Commercial","N",1088,5251362,4827
"5401",93637,5,2020,"Elec- Commercial","N",1091,5828202,5342
"5402",93637,6,2020,"Elec- Commercial","Y",1138,6547531,5754
"5403",93638,4,2020,"Elec- Commercial","N",817,4042650,4948
"5404",93638,5,2020,"Elec- Commercial","Y",0,0,NA
"5405",93638,6,2020,"Elec- Commercial","Y",2394,3602713,1505
"5406",93640,4,2020,"Elec- Commercial","Y",0,0,NA
"5407",93640,5,2020,"Elec- Commercial","Y",0,0,NA
"5408",93640,6,2020,"Elec- Commercial","Y",0,0,NA
"5409",93641,4,2020,"Elec- Commercial","Y",0,0,NA
"5410",93641,5,2020,"Elec- Commercial","Y",0,0,NA
"5411",93641,6,2020,"Elec- Commercial","Y",0,0,NA
"5412",93643,4,2020,"Elec- Commercial","Y",0,0,NA
"5413",93643,5,2020,"Elec- Commercial","Y",0,0,NA
"5414",93643,6,2020,"Elec- Commercial","Y",0,0,NA
"5415",93644,4,2020,"Elec- Commercial","Y",1341,2964765,2211
"5416",93644,5,2020,"Elec- Commercial","Y",674,2317868,3439
"5417",93644,6,2020,"Elec- Commercial","Y",0,0,NA
"5418",93645,4,2020,"Elec- Commercial","Y",0,0,NA
"5419",93645,5,2020,"Elec- Commercial","Y",0,0,NA
"5420",93645,6,2020,"Elec- Commercial","Y",0,0,NA
"5421",93646,4,2020,"Elec- Commercial","Y",351,828307,2360
"5422",93646,5,2020,"Elec- Commercial","Y",0,0,NA
"5423",93646,6,2020,"Elec- Commercial","Y",0,0,NA
"5424",93647,4,2020,"Elec- Commercial","Y",0,0,NA
"5425",93647,5,2020,"Elec- Commercial","Y",435,1178454,2709
"5426",93647,6,2020,"Elec- Commercial","Y",442,1444271,3268
"5427",93648,4,2020,"Elec- Commercial","Y",0,0,NA
"5428",93648,5,2020,"Elec- Commercial","Y",0,0,NA
"5429",93648,6,2020,"Elec- Commercial","Y",0,0,NA
"5430",93650,4,2020,"Elec- Commercial","N",160,570468,3565
"5431",93650,5,2020,"Elec- Commercial","N",160,694400,4340
"5432",93650,6,2020,"Elec- Commercial","N",162,820016,5062
"5433",93651,4,2020,"Elec- Commercial","Y",0,0,NA
"5434",93651,5,2020,"Elec- Commercial","Y",0,0,NA
"5435",93651,6,2020,"Elec- Commercial","Y",0,0,NA
"5436",93652,4,2020,"Elec- Commercial","Y",0,0,NA
"5437",93652,5,2020,"Elec- Commercial","Y",0,0,NA
"5438",93652,6,2020,"Elec- Commercial","Y",0,0,NA
"5439",93653,4,2020,"Elec- Commercial","Y",0,0,NA
"5440",93653,5,2020,"Elec- Commercial","Y",0,0,NA
"5441",93653,6,2020,"Elec- Commercial","Y",0,0,NA
"5442",93654,4,2020,"Elec- Commercial","Y",0,0,NA
"5443",93654,5,2020,"Elec- Commercial","Y",0,0,NA
"5444",93654,6,2020,"Elec- Commercial","N",642,3129813,4875
"5445",93656,4,2020,"Elec- Commercial","Y",0,0,NA
"5446",93656,5,2020,"Elec- Commercial","Y",0,0,NA
"5447",93656,6,2020,"Elec- Commercial","Y",0,0,NA
"5448",93657,4,2020,"Elec- Commercial","Y",1789,6594162,3686
"5449",93657,5,2020,"Elec- Commercial","Y",1702,6951313,4084
"5450",93657,6,2020,"Elec- Commercial","Y",904,4374811,4839
"5451",93660,4,2020,"Elec- Commercial","Y",0,0,NA
"5452",93660,5,2020,"Elec- Commercial","Y",0,0,NA
"5453",93660,6,2020,"Elec- Commercial","Y",0,0,NA
"5454",93662,4,2020,"Elec- Commercial","Y",0,0,NA
"5455",93662,5,2020,"Elec- Commercial","Y",0,0,NA
"5456",93662,6,2020,"Elec- Commercial","Y",0,0,NA
"5457",93664,4,2020,"Elec- Commercial","Y",0,0,NA
"5458",93664,5,2020,"Elec- Commercial","Y",0,0,NA
"5459",93664,6,2020,"Elec- Commercial","Y",0,0,NA
"5460",93667,4,2020,"Elec- Commercial","Y",0,0,NA
"5461",93667,5,2020,"Elec- Commercial","Y",0,0,NA
"5462",93667,6,2020,"Elec- Commercial","Y",0,0,NA
"5463",93668,4,2020,"Elec- Commercial","Y",0,0,NA
"5464",93668,5,2020,"Elec- Commercial","Y",0,0,NA
"5465",93668,6,2020,"Elec- Commercial","Y",0,0,NA
"5466",93669,4,2020,"Elec- Commercial","Y",0,0,NA
"5467",93669,5,2020,"Elec- Commercial","Y",0,0,NA
"5468",93669,6,2020,"Elec- Commercial","Y",0,0,NA
"5469",93675,4,2020,"Elec- Commercial","Y",0,0,NA
"5470",93675,5,2020,"Elec- Commercial","Y",0,0,NA
"5471",93675,6,2020,"Elec- Commercial","Y",0,0,NA
"5472",93701,4,2020,"Elec- Commercial","Y",0,0,NA
"5473",93701,5,2020,"Elec- Commercial","Y",0,0,NA
"5474",93701,6,2020,"Elec- Commercial","Y",0,0,NA
"5475",93702,4,2020,"Elec- Commercial","Y",0,0,NA
"5476",93702,5,2020,"Elec- Commercial","Y",0,0,NA
"5477",93702,6,2020,"Elec- Commercial","Y",0,0,NA
"5478",93703,4,2020,"Elec- Commercial","Y",0,0,NA
"5479",93703,5,2020,"Elec- Commercial","Y",0,0,NA
"5480",93703,6,2020,"Elec- Commercial","Y",0,0,NA
"5481",93704,4,2020,"Elec- Commercial","Y",0,0,NA
"5482",93704,5,2020,"Elec- Commercial","Y",0,0,NA
"5483",93704,6,2020,"Elec- Commercial","Y",0,0,NA
"5484",93705,4,2020,"Elec- Commercial","Y",0,0,NA
"5485",93705,5,2020,"Elec- Commercial","Y",0,0,NA
"5486",93705,6,2020,"Elec- Commercial","Y",0,0,NA
"5487",93706,4,2020,"Elec- Commercial","Y",0,0,NA
"5488",93706,5,2020,"Elec- Commercial","Y",0,0,NA
"5489",93706,6,2020,"Elec- Commercial","Y",0,0,NA
"5490",93710,4,2020,"Elec- Commercial","Y",0,0,NA
"5491",93710,5,2020,"Elec- Commercial","Y",0,0,NA
"5492",93710,6,2020,"Elec- Commercial","Y",1230,10735585,8728
"5493",93711,4,2020,"Elec- Commercial","Y",0,0,NA
"5494",93711,5,2020,"Elec- Commercial","Y",3963,11725603,2959
"5495",93711,6,2020,"Elec- Commercial","N",1557,10818085,6948
"5496",93720,4,2020,"Elec- Commercial","Y",1426,10012611,7021
"5497",93720,5,2020,"Elec- Commercial","Y",0,0,NA
"5498",93720,6,2020,"Elec- Commercial","N",1338,14513833,10847
"5499",93721,4,2020,"Elec- Commercial","Y",0,0,NA
"5500",93721,5,2020,"Elec- Commercial","Y",0,0,NA
"5501",93721,6,2020,"Elec- Commercial","Y",0,0,NA
"5502",93722,4,2020,"Elec- Commercial","Y",0,0,NA
"5503",93722,5,2020,"Elec- Commercial","Y",0,0,NA
"5504",93722,6,2020,"Elec- Commercial","Y",0,0,NA
"5505",93723,4,2020,"Elec- Commercial","Y",0,0,NA
"5506",93723,5,2020,"Elec- Commercial","Y",0,0,NA
"5507",93723,6,2020,"Elec- Commercial","Y",0,0,NA
"5508",93725,4,2020,"Elec- Commercial","Y",0,0,NA
"5509",93725,5,2020,"Elec- Commercial","Y",0,0,NA
"5510",93725,6,2020,"Elec- Commercial","Y",0,0,NA
"5511",93726,4,2020,"Elec- Commercial","Y",0,0,NA
"5512",93726,5,2020,"Elec- Commercial","Y",0,0,NA
"5513",93726,6,2020,"Elec- Commercial","Y",0,0,NA
"5514",93727,4,2020,"Elec- Commercial","Y",19412,126378972,6510
"5515",93727,5,2020,"Elec- Commercial","Y",17783,136948262,7701
"5516",93727,6,2020,"Elec- Commercial","Y",15087,136181744,9026
"5517",93728,4,2020,"Elec- Commercial","Y",0,0,NA
"5518",93728,5,2020,"Elec- Commercial","Y",0,0,NA
"5519",93728,6,2020,"Elec- Commercial","Y",0,0,NA
"5520",93730,4,2020,"Elec- Commercial","Y",0,0,NA
"5521",93730,5,2020,"Elec- Commercial","Y",0,0,NA
"5522",93730,6,2020,"Elec- Commercial","Y",0,0,NA
"5523",93737,4,2020,"Elec- Commercial","Y",0,0,NA
"5524",93737,5,2020,"Elec- Commercial","Y",0,0,NA
"5525",93737,6,2020,"Elec- Commercial","Y",0,0,NA
"5526",93740,4,2020,"Elec- Commercial","Y",0,0,NA
"5527",93740,5,2020,"Elec- Commercial","Y",0,0,NA
"5528",93740,6,2020,"Elec- Commercial","Y",0,0,NA
"5529",93901,4,2020,"Elec- Commercial","N",1804,7520167,4169
"5530",93901,5,2020,"Elec- Commercial","N",1795,8087939,4506
"5531",93901,6,2020,"Elec- Commercial","Y",2224,9844954,4427
"5532",93905,4,2020,"Elec- Commercial","Y",0,0,NA
"5533",93905,5,2020,"Elec- Commercial","Y",0,0,NA
"5534",93905,6,2020,"Elec- Commercial","Y",0,0,NA
"5535",93906,4,2020,"Elec- Commercial","Y",0,0,NA
"5536",93906,5,2020,"Elec- Commercial","Y",0,0,NA
"5537",93906,6,2020,"Elec- Commercial","Y",0,0,NA
"5538",93907,4,2020,"Elec- Commercial","Y",0,0,NA
"5539",93907,5,2020,"Elec- Commercial","Y",0,0,NA
"5540",93907,6,2020,"Elec- Commercial","Y",0,0,NA
"5541",93908,4,2020,"Elec- Commercial","Y",0,0,NA
"5542",93908,5,2020,"Elec- Commercial","Y",0,0,NA
"5543",93908,6,2020,"Elec- Commercial","Y",0,0,NA
"5544",93920,4,2020,"Elec- Commercial","Y",0,0,NA
"5545",93920,5,2020,"Elec- Commercial","Y",0,0,NA
"5546",93920,6,2020,"Elec- Commercial","Y",0,0,NA
"5547",93921,4,2020,"Elec- Commercial","N",319,478112,1499
"5548",93921,5,2020,"Elec- Commercial","N",316,509875,1614
"5549",93921,6,2020,"Elec- Commercial","N",309,601746,1947
"5550",93923,4,2020,"Elec- Commercial","Y",1054,3468785,3291
"5551",93923,5,2020,"Elec- Commercial","Y",1052,3710352,3527
"5552",93923,6,2020,"Elec- Commercial","Y",1161,4408231,3797
"5553",93924,4,2020,"Elec- Commercial","Y",0,0,NA
"5554",93924,5,2020,"Elec- Commercial","Y",0,0,NA
"5555",93924,6,2020,"Elec- Commercial","Y",0,0,NA
"5556",93925,4,2020,"Elec- Commercial","Y",0,0,NA
"5557",93925,5,2020,"Elec- Commercial","Y",0,0,NA
"5558",93925,6,2020,"Elec- Commercial","Y",0,0,NA
"5559",93926,4,2020,"Elec- Commercial","Y",0,0,NA
"5560",93926,5,2020,"Elec- Commercial","Y",0,0,NA
"5561",93926,6,2020,"Elec- Commercial","Y",0,0,NA
"5562",93927,4,2020,"Elec- Commercial","Y",353,1220984,3459
"5563",93927,5,2020,"Elec- Commercial","Y",354,1320533,3730
"5564",93927,6,2020,"Elec- Commercial","Y",0,0,NA
"5565",93930,4,2020,"Elec- Commercial","N",426,1991975,4676
"5566",93930,5,2020,"Elec- Commercial","N",426,2174293,5104
"5567",93930,6,2020,"Elec- Commercial","Y",608,3143617,5170
"5568",93932,4,2020,"Elec- Commercial","Y",0,0,NA
"5569",93932,5,2020,"Elec- Commercial","Y",0,0,NA
"5570",93932,6,2020,"Elec- Commercial","Y",0,0,NA
"5571",93933,4,2020,"Elec- Commercial","N",512,2836522,5540
"5572",93933,5,2020,"Elec- Commercial","N",511,3104008,6074
